ticker,total ESG score,,,,,
K,27,,,,,
PG,27,,,,,
HSY,27,,,,,
IEX,27,,,,,
ZBH,27,,,,,
CSGP,27,,,,,
NCLH,27,,,,,
REVG,27,,,,,
BGNE,27,,,,,
AZZ,27,,,,,
XPEL,27,,,,,
AKBA,27,,,,,
ULH,27,,,,,
GNW,27,,,,,
AKTS,27,,,,,
SEER,27,,,,,
NTLA,26.9,,,,,
WLDN,26.8,,,,,
AIMC,26.8,,,,,
CYTK,26.8,,,,,
BKU,26.8,,,,,
SPT,26.7,,,,,
PSMT,26.7,,,,,
AM,26.7,,,,,
GNRC,26.7,,,,,
TWST,26.7,,,,,
NOTV,26.7,,,,,
CLDX,26.7,,,,,
SRDX,26.6,,,,,
CAKE,26.6,,,,,
NBTB,26.6,,,,,
GLT,26.6,,,,,
WHD,26.6,,,,,
HCCI,26.6,,,,,
FPH,26.5,,,,,
PKOH,26.5,,,,,
SSB,26.5,,,,,
LCII,26.5,,,,,
DYN,26.5,,,,,
PAYA,26.5,,,,,
FTHM,26.5,,,,,
WRLD,26.5,,,,,
BDTX,26.4,,,,,
AAON,26.4,,,,,
DBD,26.4,,,,,
VKTX,26.4,,,,,
HMST,26.4,,,,,
RNST,26.4,,,,,
ONCR,26.3,,,,,
SNDX,26.3,,,,,
MTN,26.3,,,,,
QTNT,26.3,,,,,
TBBK,26.3,,,,,
KMT,26.2,,,,,
LFG,26.2,,,,,
SPPI,26.2,,,,,
CCRD,26.2,,,,,
CNS,26.2,,,,,
ALK,26.2,,,,,
GKOS,26.1,,,,,
ALRM,26.1,,,,,
TENB,26.1,,,,,
MGEE,26.1,,,,,
WISH,26.1,,,,,
PCVX,26.1,,,,,
CAC,26.1,,,,,
DDD,26.1,,,,,
UTHR,26,,,,,
SIX,26,,,,,
ARMK,26,,,,,
BMRN,26,,,,,
AXTA,26,,,,,
BX,26,,,,,
ALKS,26,,,,,
CMA,26,,,,,
EL,26,,,,,
DAL,26,,,,,
FAST,26,,,,,
EFX,26,,,,,
ACM,26,,,,,
FLS,26,,,,,
CNP,26,,,,,
FBHS,26,,,,,
CINF,26,,,,,
TMUS,26,,,,,
JAZZ,26,,,,,
MAS,26,,,,,
PTSI,26,,,,,
INSG,26,,,,,
RGNX,26,,,,,
PGNY,26,,,,,
CSWI,26,,,,,
ENV,26,,,,,
CALX,26,,,,,
WES,26,,,,,
ESI,26,,,,,
ATRC,26,,,,,
PLAY,25.9,,,,,
HFWA,25.9,,,,,
APOG,25.9,,,,,
MARA,25.9,,,,,
HCAT,25.9,,,,,
SMCI,25.9,,,,,
TRUP,25.9,,,,,
KRO,25.9,,,,,
STEP,25.9,,,,,
SMSI,25.9,,,,,
CZR,25.9,,,,,
JBT,25.8,,,,,
PODD,25.8,,,,,
SLDB,25.8,,,,,
NSTG,25.7,,,,,
VC,25.7,,,,,
EVOP,25.7,,,,,
RLGT,25.7,,,,,
MXL,25.7,,,,,
DASH,25.7,,,,,
KALU,25.7,,,,,
CRSP,25.7,,,,,
ENVA,25.7,,,,,
DRQ,25.6,,,,,
CDXC,25.6,,,,,
ME,25.6,,,,,
LC,25.6,,,,,
SKY,25.6,,,,,
DCT,25.6,,,,,
IDEX,25.6,,,,,
HMPT,25.6,,,,,
CMTL,25.6,,,,,
QTRX,25.6,,,,,
PSN,25.5,,,,,
FPI,25.5,,,,,
REKR,25.5,,,,,
ANAB,25.5,,,,,
CAMP,25.5,,,,,
AXTI,25.5,,,,,
VALU,25.5,,,,,
TTGT,25.5,,,,,
DNOW,25.4,,,,,
LEGH,25.4,,,,,
VXRT,25.4,,,,,
UMBF,25.4,,,,,
FISI,25.4,,,,,
ACCD,25.4,,,,,
LXRX,25.4,,,,,
APG,25.3,,,,,
NGM,25.3,,,,,
FOUR,25.3,,,,,
SPSC,25.3,,,,,
VHC,25.3,,,,,
FROG,25.3,,,,,
APAM,25.3,,,,,
ICAD,25.3,,,,,
CYRX,25.3,,,,,
CLW,25.3,,,,,
BCPC,25.2,,,,,
ECPG,25.2,,,,,
GATX,25.2,,,,,
IBP,25.2,,,,,
HLI,25.2,,,,,
QTWO,25.2,,,,,
ROCK,25.2,,,,,
OPCH,25.2,,,,,
SOFI,25.1,,,,,
HRI,25.1,,,,,
PDFS,25.1,,,,,
AIT,25.1,,,,,
TTD,25.1,,,,,
NEP,25.1,,,,,
TDOC,25.1,,,,,
SRCL,25,,,,,
MCD,25,,,,,
AA,25,,,,,
WMT,25,,,,,
DOV,25,,,,,
EXPE,25,,,,,
JNJ,25,,,,,
TNL,25,,,,,
PFE,25,,,,,
LYB,25,,,,,
UNP,25,,,,,
MGM,25,,,,,
ABT,25,,,,,
HUBB,25,,,,,
RIG,25,,,,,
TRIP,25,,,,,
SBUX,25,,,,,
RPAY,25,,,,,
DZSI,25,,,,,
MRSN,25,,,,,
KURA,25,,,,,
DNLI,24.9,,,,,
LPRO,24.9,,,,,
TXRH,24.9,,,,,
PPBI,24.9,,,,,
MG,24.9,,,,,
AMEH,24.9,,,,,
RNA,24.9,,,,,
VRNS,24.8,,,,,
VSAT,24.8,,,,,
QUOT,24.8,,,,,
CARG,24.8,,,,,
MRUS,24.8,,,,,
QNST,24.8,,,,,
NBIX,24.8,,,,,
RGP,24.8,,,,,
UMPQ,24.7,,,,,
APPF,24.7,,,,,
IIIV,24.7,,,,,
CBRL,24.7,,,,,
EPAM,24.7,,,,,
CASA,24.7,,,,,
BYD,24.7,,,,,
NEO,24.7,,,,,
THG,24.7,,,,,
EVBG,24.6,,,,,
CLPR,24.6,,,,,
EXAS,24.6,,,,,
NGVT,24.6,,,,,
AVNT,24.6,,,,,
AXDX,24.6,,,,,
SEDG,24.6,,,,,
PBYI,24.6,,,,,
ENTA,24.6,,,,,
EXEL,24.5,,,,,
XNCR,24.5,,,,,
RAMP,24.5,,,,,
EBS,24.5,,,,,
PTRA,24.5,,,,,
WMK,24.4,,,,,
FFIN,24.4,,,,,
MGTX,24.4,,,,,
HYLN,24.4,,,,,
JOE,24.4,,,,,
SDGR,24.4,,,,,
DGII,24.4,,,,,
AVNW,24.4,,,,,
HBIO,24.4,,,,,
LYFT,24.4,,,,,
CRSR,24.3,,,,,
CLFD,24.3,,,,,
DOW,24.3,,,,,
AKU,24.3,,,,,
WOOF,24.3,,,,,
SRI,24.3,,,,,
LQDT,24.3,,,,,
RYAM,24.3,,,,,
BILL,24.3,,,,,
PRTS,24.3,,,,,
PINS,24.2,,,,,
CURO,24.2,,,,,
VCEL,24.2,,,,,
PTCT,24.2,,,,,
FORR,24.2,,,,,
PAA,24.2,,,,,
ADVM,24.2,,,,,
AGO,24.2,,,,,
VUZI,24.2,,,,,
UCTT,24.2,,,,,
NTGR,24.1,,,,,
CVLG,24.1,,,,,
PB,24.1,,,,,
MRC,24.1,,,,,
MATW,24.1,,,,,
CACC,24.1,,,,,
LPLA,24.1,,,,,
MDLZ,24,,,,,
DXCM,24,,,,,
XEL,24,,,,,
AOS,24,,,,,
EWBC,24,,,,,
JEF,24,,,,,
IP,24,,,,,
CMG,24,,,,,
QSR,24,,,,,
BAX,24,,,,,
EXC,24,,,,,
HP,24,,,,,
HAL,24,,,,,
ADI,24,,,,,
MO,24,,,,,
ISRG,24,,,,,
PM,24,,,,,
CCL,24,,,,,
FNF,24,,,,,
CB,24,,,,,
COST,24,,,,,
LUMN,24,,,,,
WMB,24,,,,,
ALLE,24,,,,,
INCY,24,,,,,
ECL,24,,,,,
AME,24,,,,,
OKE,24,,,,,
PPG,24,,,,,
EMN,24,,,,,
LNG,24,,,,,
TWI,24,,,,,
PRAA,24,,,,,
TNC,24,,,,,
KZR,24,,,,,
UPLD,24,,,,,
AYX,24,,,,,
TWLO,23.9,,,,,
RCM,23.9,,,,,
CLSK,23.9,,,,,
NH,23.9,,,,,
AFRM,23.9,,,,,
CERT,23.9,,,,,
CLH,23.9,,,,,
VERX,23.9,,,,,
SLQT,23.9,,,,,
PTEN,23.9,,,,,
HALO,23.8,,,,,
EGRX,23.8,,,,,
STGW,23.8,,,,,
MHO,23.8,,,,,
RBBN,23.8,,,,,
SCL,23.8,,,,,
ATSG,23.7,,,,,
MODN,23.7,,,,,
KODK,23.7,,,,,
ONTO,23.7,,,,,
THR,23.7,,,,,
EBIX,23.7,,,,,
EAT,23.7,,,,,
TRC,23.6,,,,,
BAND,23.6,,,,,
FHB,23.6,,,,,
RPD,23.6,,,,,
HUBG,23.6,,,,,
PRTA,23.6,,,,,
CWST,23.6,,,,,
VSEC,23.6,,,,,
LSCC,23.5,,,,,
WH,23.5,,,,,
IBKR,23.5,,,,,
PLMR,23.5,,,,,
LHX,23.5,,,,,
KVHI,23.5,,,,,
SFM,23.5,,,,,
CRWD,23.5,,,,,
IR,23.5,,,,,
XGN,23.5,,,,,
ALEX,23.5,,,,,
MGNI,23.5,,,,,
AMSWA,23.5,,,,,
AAWW,23.4,,,,,
ARRY,23.4,,,,,
HURN,23.4,,,,,
QMCO,23.4,,,,,
PRO,23.4,,,,,
MSTR,23.4,,,,,
XPRO,23.4,,,,,
DOMO,23.4,,,,,
SNAP,23.4,,,,,
KBR,23.4,,,,,
LPX,23.4,,,,,
ADT,23.4,,,,,
ALIT,23.3,,,,,
ENS,23.3,,,,,
CVCO,23.3,,,,,
AMCX,23.3,,,,,
ABNB,23.3,,,,,
CEVA,23.3,,,,,
EPRT,23.3,,,,,
BKR,23.3,,,,,
MRNA,23.3,,,,,
BOC,23.2,,,,,
APPS,23.2,,,,,
NVRO,23.2,,,,,
HGV,23.2,,,,,
OPRX,23.2,,,,,
RMBS,23.2,,,,,
BCC,23.2,,,,,
VVNT,23.1,,,,,
ELF,23.1,,,,,
VTOL,23.1,,,,,
NVTA,23.1,,,,,
ARES,23.1,,,,,
LECO,23,,,,,
MD,23,,,,,
CVS,23,,,,,
VRTX,23,,,,,
ROP,23,,,,,
WAB,23,,,,,
KO,23,,,,,
DFS,23,,,,,
NSC,23,,,,,
CBSH,23,,,,,
UHAL,23,,,,,
DVA,23,,,,,
GNTX,23,,,,,
CPB,23,,,,,
BOKF,23,,,,,
LEN,23,,,,,
LAZ,23,,,,,
ED,23,,,,,
TOL,23,,,,,
MDT,23,,,,,
AMP,23,,,,,
USX,23,,,,,
KDP,23,,,,,
BDC,23,,,,,
TREX,23,,,,,
CPF,22.9,,,,,
WTM,22.9,,,,,
YMAB,22.9,,,,,
FIXX,22.9,,,,,
WOW,22.9,,,,,
RNG,22.9,,,,,
GSHD,22.9,,,,,
EEFT,22.9,,,,,
STOK,22.9,,,,,
OLP,22.8,,,,,
DENN,22.8,,,,,
ARVN,22.8,,,,,
SSTI,22.8,,,,,
ASAN,22.8,,,,,
NVT,22.8,,,,,
BL,22.7,,,,,
WD,22.7,,,,,
WGO,22.7,,,,,
MITK,22.7,,,,,
HCSG,22.7,,,,,
CARS,22.7,,,,,
ENTG,22.7,,,,,
TTEC,22.6,,,,,
DT,22.6,,,,,
EZPW,22.6,,,,,
DNB,22.6,,,,,
UNF,22.6,,,,,
TXG,22.6,,,,,
ATKR,22.6,,,,,
RRX,22.6,,,,,
MMSI,22.6,,,,,
CCS,22.6,,,,,
SSD,22.6,,,,,
AGR,22.6,,,,,
YELL,22.5,,,,,
CWK,22.5,,,,,
ONEM,22.5,,,,,
SCWX,22.5,,,,,
TKR,22.5,,,,,
BZH,22.5,,,,,
CSTL,22.5,,,,,
AIN,22.5,,,,,
CSGS,22.4,,,,,
ATUS,22.4,,,,,
DAR,22.4,,,,,
VVI,22.4,,,,,
ETSY,22.4,,,,,
COHU,22.4,,,,,
EPAC,22.4,,,,,
AWI,22.4,,,,,
APPN,22.4,,,,,
IRBT,22.4,,,,,
CNDT,22.4,,,,,
AMED,22.4,,,,,
MNTV,22.3,,,,,
ICUI,22.3,,,,,
OSPN,22.3,,,,,
LGIH,22.3,,,,,
FELE,22.3,,,,,
CASS,22.3,,,,,
RVLV,22.2,,,,,
UIS,22.2,,,,,
NMIH,22.2,,,,,
AQUA,22.2,,,,,
ASIX,22.2,,,,,
SAIC,22.2,,,,,
CCRN,22.1,,,,,
WTS,22.1,,,,,
ADPT,22.1,,,,,
RXT,22.1,,,,,
EXPI,22.1,,,,,
HIMS,22.1,,,,,
FLWS,22.1,,,,,
BIGC,22.1,,,,,
MELI,22.1,,,,,
MGRC,22.1,,,,,
PLUS,22.1,,,,,
MRK,22,,,,,
NXPI,22,,,,,
LII,22,,,,,
AJG,22,,,,,
DHI,22,,,,,
ALLY,22,,,,,
GIS,22,,,,,
CL,22,,,,,
SATS,22,,,,,
IT,22,,,,,
J,22,,,,,
SLB,22,,,,,
BKNG,22,,,,,
LNT,22,,,,,
AMGN,22,,,,,
GILD,22,,,,,
CERS,22,,,,,
HUM,22,,,,,
SSNC,22,,,,,
Y,22,,,,,
KMB,22,,,,,
MAR,22,,,,,
APH,22,,,,,
IFF,22,,,,,
LNN,22,,,,,
CPSI,22,,,,,
MEG,22,,,,,
BTRS,21.9,,,,,
ATEN,21.9,,,,,
HTLD,21.9,,,,,
MTX,21.8,,,,,
AI,21.8,,,,,
BRT,21.8,,,,,
WSC,21.8,,,,,
BRSP,21.8,,,,,
SPWH,21.7,,,,,
YELP,21.7,,,,,
BLD,21.6,,,,,
LCUT,21.6,,,,,
FICO,21.6,,,,,
TCS,21.6,,,,,
PLTR,21.6,,,,,
CBT,21.6,,,,,
ICFI,21.5,,,,,
EPD,21.5,,,,,
RM,21.5,,,,,
HLX,21.5,,,,,
MRTN,21.4,,,,,
PCTY,21.4,,,,,
ONEW,21.4,,,,,
LYV,21.4,,,,,
ALTO,21.4,,,,,
MAXR,21.4,,,,,
DDOG,21.4,,,,,
OTIS,21.4,,,,,
SUP,21.4,,,,,
FLGT,21.3,,,,,
FRPH,21.3,,,,,
FBRX,21.3,,,,,
EVH,21.3,,,,,
LTHM,21.3,,,,,
CRNC,21.3,,,,,
TRHC,21.3,,,,,
LHCG,21.2,,,,,
JAMF,21.2,,,,,
VIAV,21.2,,,,,
ALGM,21.2,,,,,
VRTV,21.2,,,,,
LOVE,21.2,,,,,
ENR,21.1,,,,,
VSH,21.1,,,,,
SKX,21.1,,,,,
MDB,21.1,,,,,
NRC,21.1,,,,,
ALX,21.1,,,,,
DSKE,21.1,,,,,
AUD,21.1,,,,,
CSV,21.1,,,,,
SBGI,21.1,,,,,
PGR,21,,,,,
CLX,21,,,,,
CSL,21,,,,,
TRV,21,,,,,
YUM,21,,,,,
BRO,21,,,,,
NLSN,21,,,,,
TTC,21,,,,,
AYI,21,,,,,
BK,21,,,,,
DGX,21,,,,,
BIIB,21,,,,,
SEE,21,,,,,
RCL,21,,,,,
RSG,21,,,,,
NVR,21,,,,,
IDXX,21,,,,,
VRSN,21,,,,,
BLK,21,,,,,
CNC,21,,,,,
KR,21,,,,,
DISH,21,,,,,
PHM,21,,,,,
SONO,21,,,,,
PNTG,21,,,,,
ICHR,21,,,,,
ESTC,21,,,,,
OSW,21,,,,,
TRU,21,,,,,
AMKR,21,,,,,
LCID,21,,,,,
PSTL,20.9,,,,,
KAMN,20.9,,,,,
SIEN,20.9,,,,,
EMKR,20.8,,,,,
ZS,20.8,,,,,
NXRT,20.8,,,,,
MPWR,20.8,,,,,
BRKR,20.7,,,,,
DMRC,20.7,,,,,
PHR,20.7,,,,,
SKT,20.6,,,,,
UHT,20.6,,,,,
CBZ,20.6,,,,,
NTCT,20.6,,,,,
HLIT,20.5,,,,,
CMBM,20.5,,,,,
WEX,20.5,,,,,
MODV,20.4,,,,,
WRK,20.4,,,,,
ALTR,20.4,,,,,
BDSX,20.4,,,,,
MYE,20.4,,,,,
PSNL,20.4,,,,,
TPIC,20.4,,,,,
HCKT,20.4,,,,,
CLB,20.4,,,,,
KEX,20.4,,,,,
RCKY,20.3,,,,,
EVTC,20.3,,,,,
MCRI,20.3,,,,,
TISI,20.2,,,,,
ROOT,20.2,,,,,
RETA,20.2,,,,,
ACIW,20.2,,,,,
AMD,20.2,,,,,
SYNH,20.2,,,,,
QLYS,20.1,,,,,
EXPO,20.1,,,,,
ANIK,20.1,,,,,
VRNT,20.1,,,,,
NEM,20,,,,,
VRSK,20,,,,,
AKAM,20,,,,,
UPS,20,,,,,
FDX,20,,,,,
CSX,20,,,,,
WCN,20,,,,,
FDS,20,,,,,
GT,20,,,,,
NCR,20,,,,,
CHD,20,,,,,
ROL,20,,,,,
COO,20,,,,,
MRVL,20,,,,,
IVZ,20,,,,,
CHRW,20,,,,,
SVC,20,,,,,
TXN,20,,,,,
ROK,20,,,,,
ITW,20,,,,,
PRGS,20,,,,,
PRPL,20,,,,,
ACLS,20,,,,,
FWRD,20,,,,,
BGFV,20,,,,,
CAR,20,,,,,
MTG,19.9,,,,,
UFPT,19.9,,,,,
CNXC,19.9,,,,,
PINC,19.9,,,,,
CLAR,19.9,,,,,
BB,19.9,,,,,
PAR,19.8,,,,,
TYL,19.8,,,,,
TWOU,19.8,,,,,
SLGN,19.8,,,,,
CONN,19.7,,,,,
UI,19.7,,,,,
ARLO,19.7,,,,,
FOR,19.7,,,,,
ADTX,19.6,,,,,
PETQ,19.6,,,,,
BIG,19.6,,,,,
MOD,19.6,,,,,
HSTM,19.6,,,,,
HQY,19.6,,,,,
AZTA,19.5,,,,,
FF,19.5,,,,,
HSC,19.4,,,,,
ALGN,19.4,,,,,
TROX,19.4,,,,,
LSTR,19.4,,,,,
LAUR,19.4,,,,,
OSK,19.4,,,,,
TPH,19.4,,,,,
YUMC,19.4,,,,,
UNVR,19.3,,,,,
MATX,19.3,,,,,
MDRX,19.3,,,,,
VECO,19.3,,,,,
SWBI,19.2,,,,,
NEOG,19.2,,,,,
COUP,19.2,,,,,
VNOM,19.2,,,,,
UE,19.2,,,,,
KNX,19.2,,,,,
NTST,19.2,,,,,
GTY,19.1,,,,,
PRI,19.1,,,,,
NHI,19.1,,,,,
ADUS,19.1,,,,,
BXMT,19.1,,,,,
AAN,19.1,,,,,
PDCO,19.1,,,,,
GME,19.1,,,,,
CRTO,19.1,,,,,
ES,19,,,,,
GRMN,19,,,,,
FFIV,19,,,,,
LH,19,,,,,
PTC,19,,,,,
SQ,19,,,,,
ATVI,19,,,,,
AIV,19,,,,,
GLW,19,,,,,
EW,19,,,,,
SEIC,19,,,,,
IQV,19,,,,,
MMC,19,,,,,
CMI,19,,,,,
CBOE,19,,,,,
FTNT,19,,,,,
GPN,19,,,,,
TWTR,19,,,,,
CTAS,19,,,,,
CVLT,19,,,,,
VIVO,19,,,,,
ZM,19,,,,,
PTVE,19,,,,,
MTCH,19,,,,,
MTH,19,,,,,
RMR,19,,,,,
PD,18.9,,,,,
DAKT,18.9,,,,,
CCO,18.9,,,,,
MVIS,18.9,,,,,
TLS,18.9,,,,,
SITE,18.9,,,,,
BNED,18.8,,,,,
CRVL,18.8,,,,,
SNOW,18.8,,,,,
DRVN,18.8,,,,,
SAH,18.8,,,,,
LESL,18.8,,,,,
WST,18.7,,,,,
CRL,18.7,,,,,
MPAA,18.7,,,,,
DOCU,18.7,,,,,
GIII,18.7,,,,,
PRG,18.7,,,,,
MMS,18.6,,,,,
RADI,18.6,,,,,
MRVI,18.6,,,,,
ANDE,18.6,,,,,
UPWK,18.6,,,,,
IDCC,18.6,,,,,
ATRI,18.6,,,,,
U,18.6,,,,,
IRT,18.5,,,,,
SHYF,18.5,,,,,
SAIA,18.5,,,,,
TMHC,18.5,,,,,
FSLR,18.5,,,,,
NXST,18.5,,,,,
SPTN,18.4,,,,,
AVNS,18.4,,,,,
BBGI,18.4,,,,,
VRE,18.4,,,,,
WK,18.4,,,,,
SBSAA,18.4,,,,,
FIVE,18.4,,,,,
SCVL,18.3,,,,,
DBX,18.3,,,,,
UNIT,18.3,,,,,
SWM,18.3,,,,,
WERN,18.3,,,,,
BLKB,18.3,,,,,
NSSC,18.3,,,,,
MLAB,18.3,,,,,
CHCT,18.3,,,,,
HAE,18.3,,,,,
WINA,18.3,,,,,
CHPT,18.2,,,,,
HHC,18.2,,,,,
EYE,18.2,,,,,
CPS,18.1,,,,,
SNDR,18.1,,,,,
STWD,18.1,,,,,
KW,18.1,,,,,
HFFG,18.1,,,,,
NCMI,18.1,,,,,
LITE,18.1,,,,,
CDAY,18.1,,,,,
ROG,18.1,,,,,
MSM,18,,,,,
GLPI,18,,,,,
AXP,18,,,,,
RE,18,,,,,
PKI,18,,,,,
CPRT,18,,,,,
REGN,18,,,,,
VZ,18,,,,,
OMC,18,,,,,
LVS,18,,,,,
KAR,18,,,,,
UNH,18,,,,,
WTW,18,,,,,
ZTS,18,,,,,
OHI,18,,,,,
WY,18,,,,,
DEI,18,,,,,
FISV,18,,,,,
URI,18,,,,,
HLT,18,,,,,
SON,18,,,,,
FLT,18,,,,,
FIS,18,,,,,
ETN,18,,,,,
SPLK,18,,,,,
RS,18,,,,,
BEN,18,,,,,
BBBY,18,,,,,
WBA,18,,,,,
PAYX,18,,,,,
GCO,18,,,,,
URBN,18,,,,,
NEWR,18,,,,,
OLLI,18,,,,,
EXTR,18,,,,,
CHEF,18,,,,,
LFUS,18,,,,,
BNL,18,,,,,
SCHN,18,,,,,
EEX,18,,,,,
SLP,18,,,,,
COHR,18,,,,,
AGCO,18,,,,,
MSA,17.9,,,,,
BKI,17.9,,,,,
MPW,17.9,,,,,
DEA,17.8,,,,,
OKTA,17.8,,,,,
MANH,17.8,,,,,
AMC,17.8,,,,,
SKLZ,17.8,,,,,
PAYC,17.7,,,,,
TW,17.7,,,,,
NRUC,17.7,,,,,
SLAB,17.7,,,,,
GWRE,17.7,,,,,
FCN,17.7,,,,,
FOXF,17.7,,,,,
OMI,17.7,,,,,
ASO,17.7,,,,,
ACEL,17.6,,,,,
OSUR,17.6,,,,,
KN,17.6,,,,,
STRA,17.6,,,,,
POSH,17.6,,,,,
VVV,17.5,,,,,
CATO,17.5,,,,,
ARCB,17.5,,,,,
TTEK,17.5,,,,,
INVH,17.5,,,,,
AEIS,17.5,,,,,
SUMO,17.5,,,,,
PCH,17.5,,,,,
WWW,17.5,,,,,
WMG,17.4,,,,,
ODFL,17.4,,,,,
FUBO,17.4,,,,,
PFGC,17.4,,,,,
TDC,17.4,,,,,
EXLS,17.4,,,,,
WW,17.3,,,,,
RHP,17.3,,,,,
WSR,17.3,,,,,
DORM,17.3,,,,,
MSGS,17.3,,,,,
AMN,17.3,,,,,
AVID,17.3,,,,,
PRTY,17.3,,,,,
SFIX,17.3,,,,,
VRA,17.3,,,,,
FCPT,17.2,,,,,
SBH,17.2,,,,,
LTC,17.2,,,,,
HEAR,17.2,,,,,
LADR,17.2,,,,,
RFP,17.2,,,,,
KLIC,17.2,,,,,
ESCA,17.2,,,,,
IAA,17.2,,,,,
RCII,17.1,,,,,
SMP,17.1,,,,,
LAMR,17,,,,,
EBAY,17,,,,,
JNPR,17,,,,,
SCI,17,,,,,
QCOM,17,,,,,
PFG,17,,,,,
OTEX,17,,,,,
LNC,17,,,,,
NKE,17,,,,,
KLAC,17,,,,,
DG,17,,,,,
MU,17,,,,,
AAPL,17,,,,,
TROW,17,,,,,
MA,17,,,,,
WAT,17,,,,,
DE,17,,,,,
INTC,17,,,,,
CP,17,,,,,
AFL,17,,,,,
SIRI,17,,,,,
M,17,,,,,
ALV,17,,,,,
PKG,17,,,,,
WM,17,,,,,
SBRA,17,,,,,
HZO,17,,,,,
CTRN,17,,,,,
XRX,17,,,,,
KIRK,17,,,,,
SMTC,17,,,,,
BFAM,17,,,,,
RWT,17,,,,,
EHTH,16.9,,,,,
NNN,16.9,,,,,
CARR,16.9,,,,,
TLYS,16.9,,,,,
FSP,16.8,,,,,
ODP,16.8,,,,,
NMRK,16.8,,,,,
CACI,16.8,,,,,
GES,16.7,,,,,
CABO,16.7,,,,,
EVC,16.7,,,,,
BOOT,16.7,,,,,
JHG,16.6,,,,,
VEEV,16.6,,,,,
DJCO,16.6,,,,,
VPG,16.6,,,,,
APLE,16.6,,,,,
AOUT,16.6,,,,,
ADNT,16.5,,,,,
CROX,16.5,,,,,
SGC,16.5,,,,,
UNFI,16.4,,,,,
GPK,16.4,,,,,
PLBY,16.4,,,,,
ORA,16.4,,,,,
NXGN,16.4,,,,,
UTMD,16.4,,,,,
ORC,16.4,,,,,
AGS,16.4,,,,,
NLS,16.4,,,,,
ZD,16.4,,,,,
SUI,16.4,,,,,
ILPT,16.3,,,,,
XM,16.3,,,,,
MSGE,16.3,,,,,
HIBB,16.3,,,,,
RGS,16.2,,,,,
MEDP,16.2,,,,,
HUBS,16.2,,,,,
BCYC,16.2,,,,,
DBI,16.2,,,,,
BURL,16.2,,,,,
XHR,16.2,,,,,
AIRC,16.1,,,,,
MKTX,16.1,,,,,
FND,16.1,,,,,
BSET,16.1,,,,,
VSTO,16.1,,,,,
AAT,16.1,,,,,
BSY,16.1,,,,,
MBUU,16.1,,,,,
AXL,16.1,,,,,
ZUMZ,16.1,,,,,
ARI,16.1,,,,,
TEL,16,,,,,
JWN,16,,,,,
LULU,16,,,,,
NOW,16,,,,,
PVH,16,,,,,
V,16,,,,,
INTU,16,,,,,
EXPD,16,,,,,
ADSK,16,,,,,
PYPL,16,,,,,
BR,16,,,,,
XRAY,16,,,,,
CPT,16,,,,,
ROST,16,,,,,
ICE,16,,,,,
TER,16,,,,,
DELL,16,,,,,
WHR,16,,,,,
XYL,16,,,,,
BAH,16,,,,,
DXC,16,,,,,
TT,16,,,,,
WPC,16,,,,,
NFLX,16,,,,,
CPRI,16,,,,,
BBWI,16,,,,,
HOG,16,,,,,
DKS,16,,,,,
PEP,16,,,,,
L,16,,,,,
NTAP,16,,,,,
ANET,16,,,,,
CRUS,16,,,,,
RGEN,16,,,,,
PRDO,16,,,,,
GCI,15.9,,,,,
INFN,15.9,,,,,
INDT,15.9,,,,,
OMCL,15.9,,,,,
HELE,15.8,,,,,
DOC,15.8,,,,,
FR,15.8,,,,,
BKE,15.8,,,,,
AON,15.8,,,,,
R,15.8,,,,,
FARO,15.8,,,,,
PTON,15.7,,,,,
COLD,15.7,,,,,
KRG,15.7,,,,,
UFI,15.7,,,,,
AZEK,15.7,,,,,
SSP,15.7,,,,,
LASR,15.6,,,,,
CNK,15.5,,,,,
FNKO,15.5,,,,,
BBW,15.5,,,,,
ROIC,15.5,,,,,
VICI,15.4,,,,,
SWCH,15.3,,,,,
VNT,15.3,,,,,
CNXN,15.2,,,,,
ANF,15.2,,,,,
GNUS,15.2,,,,,
OXM,15.2,,,,,
WWE,15.1,,,,,
CTRE,15.1,,,,,
VMW,15,,,,,
ULTA,15,,,,,
IRM,15,,,,,
TGT,15,,,,,
SIG,15,,,,,
AVY,15,,,,,
IPG,15,,,,,
GPS,15,,,,,
OC,15,,,,,
GWW,15,,,,,
MAT,15,,,,,
MSFT,15,,,,,
HBI,15,,,,,
IBM,15,,,,,
DLTR,15,,,,,
JCI,15,,,,,
CME,15,,,,,
DIS,15,,,,,
COMM,15,,,,,
ARE,15,,,,,
MCK,15,,,,,
NLOK,15,,,,,
CTXS,15,,,,,
A,15,,,,,
JKHY,15,,,,,
AKR,15,,,,,
JOUT,15,,,,,
LEVI,15,,,,,
BERY,15,,,,,
ABM,15,,,,,
ACRE,14.9,,,,,
VOXX,14.9,,,,,
AMAL,14.8,,,,,
IMAX,14.8,,,,,
SCHL,14.8,,,,,
TPX,14.8,,,,,
SHOO,14.7,,,,,
KTB,14.7,,,,,
KBH,14.6,,,,,
LRN,14.5,,,,,
FLXS,14.4,,,,,
OSIS,14.4,,,,,
LOPE,14.4,,,,,
CUZ,14.3,,,,,
VRM,14.3,,,,,
OMF,14.2,,,,,
RDN,14.2,,,,,
TRNO,14.1,,,,,
JBGS,14.1,,,,,
ORCL,14,,,,,
FL,14,,,,,
JBHT,14,,,,,
O,14,,,,,
